Dt_Customer,Dt_Customer_day,Dt_Customer_month,Dt_Customer_year,Age_Customer,Year_Birth,Education,Marital_Status,Kidhome,Teenhome,Income,Monthly_Income,Monthly_Income_Group,Recency,MntFishProducts,MntMeatProducts,MntFruits,MntSweetProducts,MntWines,MntGoldProds,NumDealsPurchases,NumCatalogPurchases,NumStorePurchases,NumWebPurchases,NumWebVisitsMonth,Complain,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Response,Qtd_Accepted,Accepted
2012-12-18,18,Dec,2012,50,1962,Graduation,Divorced,1,1,39552.0,3296.0,between 3000 and 5000,54,4,147,3,24,165,41,7,2,5,6,8,0,0,0,0,0,0,1,1,Yes
2012-08-08,8,Aug,2012,46,1966,Graduation,Single,1,1,86358.0,7196.5,higher than 7000,78,82,494,47,47,957,95,4,3,6,5,8,0,0,0,0,0,0,0,0,No
2014-04-24,24,Apr,2014,37,1977,Graduation,Together,2,1,46931.0,3910.9166666666665,between 3000 and 5000,94,3,17,0,1,41,16,2,1,3,1,3,0,0,0,0,0,0,0,0,No
2013-01-12,12,Jan,2013,28,1985,Basic,Single,0,0,16581.0,1381.75,between 1000 and 3000,51,2,4,3,3,1,11,1,0,3,0,4,0,0,0,0,0,0,0,0,No
2013-12-20,20,Dec,2013,61,1952,2n Cycle,Divorced,0,0,63998.0,5333.166666666667,between 5000 and 7000,42,0,818,29,33,176,112,1,6,11,7,4,0,0,0,0,0,0,1,1,Yes
2013-01-15,15,Jan,2013,62,1951,Master,Married,0,1,67381.0,5615.083333333333,between 5000 and 7000,67,11,53,8,0,815,70,4,2,9,2,7,0,0,0,0,1,0,0,1,Yes
2013-10-10,10,Oct,2013,46,1967,Graduation,Single,1,1,25930.0,2160.8333333333335,between 1000 and 3000,87,2,2,1,0,6,4,1,0,2,1,7,0,0,0,0,0,0,0,0,No
2014-06-07,7,Jun,2014,36,1978,Graduation,Married,1,0,42693.0,3557.75,between 3000 and 5000,29,6,20,4,3,8,16,1,0,3,1,5,0,0,0,0,0,0,0,0,No
2012-11-12,12,Nov,2012,36,1976,Graduation,Together,0,1,85606.0,7133.833333333333,higher than 7000,89,219,864,42,30,717,84,2,7,9,6,3,0,1,0,0,0,0,0,1,Yes
2013-10-29,29,Oct,2013,28,1985,Graduation,Single,0,0,72903.0,6075.25,between 5000 and 7000,74,0,750,138,19,1067,39,1,5,8,7,4,0,1,0,0,1,1,1,4,Yes
2014-05-24,24,May,2014,40,1974,2n Cycle,Together,1,0,49669.0,4139.083333333333,between 3000 and 5000,97,11,107,5,8,166,29,2,1,6,5,6,0,0,0,0,0,0,0,0,No
2012-08-05,5,Aug,2012,44,1968,PhD,Married,1,1,36778.0,3064.8333333333335,between 3000 and 5000,63,2,34,4,4,29,4,3,0,3,3,9,0,0,0,0,0,0,0,0,No
2013-05-03,3,May,2013,51,1962,PhD,Divorced,0,0,85696.0,7141.333333333333,higher than 7000,88,116,395,76,0,714,12,1,6,9,4,1,0,0,0,0,0,0,1,1,Yes
2014-05-22,22,May,2014,25,1989,Master,Divorced,0,0,10979.0,914.9166666666666,lower than 1000,34,2,10,4,2,8,4,2,0,3,3,5,0,0,0,0,0,0,0,0,No
2013-02-02,2,Feb,2013,52,1961,Graduation,Married,0,1,49678.0,4139.833333333333,between 3000 and 5000,81,3,56,5,2,229,20,2,2,4,6,7,0,0,0,0,0,0,0,0,No
2013-06-20,20,Jun,2013,60,1953,Master,Together,0,1,56129.0,4677.416666666667,between 3000 and 5000,65,39,133,48,72,320,48,4,2,10,6,4,0,0,0,0,0,0,0,0,No
2013-01-31,31,Jan,2013,24,1989,Graduation,Married,1,0,37155.0,3096.25,between 3000 and 5000,51,7,26,0,15,23,3,1,0,4,2,5,0,0,0,0,0,0,0,0,No
2014-05-11,11,May,2014,36,1978,2n Cycle,Divorced,1,0,21282.0,1773.5,between 1000 and 3000,76,4,8,5,8,1,20,2,1,2,2,6,0,0,0,0,0,0,0,0,No
2013-08-17,17,Aug,2013,51,1962,PhD,Single,0,1,33419.0,2784.9166666666665,between 1000 and 3000,76,0,12,0,0,56,18,2,0,4,2,7,0,0,0,0,0,0,0,0,No
2013-11-05,5,Nov,2013,68,1945,Graduation,Widow,0,0,63285.0,5273.75,between 5000 and 7000,84,50,249,124,38,508,134,1,5,13,6,3,0,0,0,0,0,0,0,0,No
2014-01-21,21,Jan,2014,40,1974,Master,Together,1,0,21255.0,1771.25,between 1000 and 3000,56,2,25,0,2,29,3,4,1,4,2,4,0,0,0,0,0,0,0,0,No
2013-11-19,19,Nov,2013,32,1981,Graduation,Together,1,0,42162.0,3513.5,between 3000 and 5000,31,2,59,7,4,46,27,2,1,3,3,6,0,0,0,1,0,0,1,2,Yes
2012-09-14,14,Sep,2012,56,1956,Graduation,Together,1,1,54450.0,4537.5,between 3000 and 5000,0,8,171,0,19,454,32,12,2,8,9,8,0,0,0,0,0,0,0,0,No
2013-11-12,12,Nov,2013,59,1954,PhD,Married,0,1,57744.0,4812.0,between 3000 and 5000,91,0,39,3,0,350,19,2,1,4,9,8,0,0,0,0,0,0,0,0,No
2012-10-13,13,Oct,2012,26,1986,Graduation,Single,1,0,26576.0,2214.6666666666665,between 1000 and 3000,40,0,8,0,0,10,9,1,0,2,1,9,0,0,0,1,0,0,1,2,Yes
2013-07-06,6,Jul,2013,70,1943,PhD,Widow,0,0,57513.0,4792.75,between 3000 and 5000,59,52,183,40,20,735,30,2,3,13,9,6,0,0,0,0,0,0,0,0,No
2012-08-29,29,Aug,2012,48,1964,Graduation,Together,0,1,68142.0,5678.5,between 5000 and 7000,96,91,196,126,112,897,37,3,4,7,10,6,0,0,0,0,0,0,0,0,No
2012-08-29,29,Aug,2012,33,1979,Graduation,Married,0,1,7500.0,625.0,lower than 1000,61,3,3,2,0,5,5,1,0,2,1,8,0,0,0,0,0,0,0,0,No
2012-09-22,22,Sep,2012,38,1974,Graduation,Together,0,0,83145.0,6928.75,between 5000 and 7000,14,39,731,35,137,777,114,1,9,11,5,2,0,0,0,0,0,1,1,2,Yes
2014-04-03,3,Apr,2014,54,1960,Master,Married,0,1,54197.0,4516.416666666667,between 3000 and 5000,16,6,37,6,13,162,13,2,3,6,1,1,0,0,0,0,0,0,0,0,No
2014-05-28,28,May,2014,51,1963,PhD,Single,1,1,23091.0,1924.25,between 1000 and 3000,98,0,11,0,0,35,2,4,1,3,2,7,0,0,0,0,0,0,0,0,No
2013-07-21,21,Jul,2013,37,1976,Graduation,Married,1,1,46049.0,3837.4166666666665,between 3000 and 5000,11,19,112,9,14,342,19,10,2,9,5,7,0,0,0,0,0,0,1,1,Yes
2012-12-05,5,Dec,2012,38,1974,Graduation,Together,0,0,56715.0,4726.25,between 3000 and 5000,52,237,239,105,172,258,9,1,3,4,7,4,0,0,0,0,0,0,0,0,No
2014-05-29,29,May,2014,53,1961,Graduation,Married,0,0,79410.0,6617.5,between 5000 and 7000,19,123,483,80,13,658,13,1,2,5,3,1,0,0,0,0,0,0,0,0,No
2013-03-11,11,Mar,2013,62,1951,Graduation,Married,0,1,57304.0,4775.333333333333,between 3000 and 5000,61,138,329,80,17,356,106,2,6,10,7,5,0,0,0,0,0,0,0,0,No
2014-03-23,23,Mar,2014,49,1965,Graduation,Married,0,1,44375.0,3697.9166666666665,between 3000 and 5000,73,7,28,5,7,213,41,1,1,6,4,5,0,0,0,0,0,0,0,0,No
2012-09-14,14,Sep,2012,56,1956,Graduation,Together,1,1,54450.0,4537.5,between 3000 and 5000,0,8,171,0,19,454,32,12,2,8,9,8,0,0,0,0,0,0,0,0,No
2012-10-20,20,Oct,2012,47,1965,Graduation,Married,0,1,59594.0,4966.166666666667,between 3000 and 5000,74,0,29,4,0,457,9,1,1,7,8,7,0,0,0,0,1,0,0,1,Yes
2012-08-22,22,Aug,2012,18,1994,Graduation,Together,0,0,80685.0,6723.75,between 5000 and 7000,55,34,604,45,26,241,54,1,4,10,6,2,0,0,0,0,0,0,0,0,No
2013-10-13,13,Oct,2013,39,1974,PhD,Married,0,1,40344.0,3362.0,between 3000 and 5000,48,0,6,0,0,210,2,2,1,5,4,7,0,0,0,0,0,0,0,0,No
2013-05-23,23,May,2013,41,1972,Graduation,Married,0,1,62710.0,5225.833333333333,between 5000 and 7000,53,7,83,35,29,441,11,4,2,12,4,4,0,0,0,0,0,0,0,0,No
2013-07-05,5,Jul,2013,45,1968,2n Cycle,Married,0,1,48985.0,4082.0833333333335,between 3000 and 5000,13,10,18,13,7,19,8,1,1,3,1,3,0,0,0,0,0,0,0,0,No
2012-08-22,22,Aug,2012,44,1968,Graduation,Together,1,2,35322.0,2943.5,between 1000 and 3000,34,12,37,9,7,28,13,3,0,4,2,8,0,0,0,0,0,0,0,0,No
2013-05-29,29,May,2013,65,1948,Graduation,Married,0,0,77142.0,6428.5,between 5000 and 7000,54,29,162,75,151,476,97,1,4,8,4,2,0,0,0,0,0,0,0,0,No
2014-01-22,22,Jan,2014,45,1969,Graduation,Single,0,0,81657.0,6804.75,between 5000 and 7000,69,158,425,40,60,364,50,1,4,8,3,1,0,0,0,0,0,0,0,0,No
2014-02-17,17,Feb,2014,18,1996,Basic,Married,0,0,14421.0,1201.75,between 1000 and 3000,81,3,2,0,3,0,8,1,0,2,1,5,0,0,0,1,0,0,0,1,Yes
2014-03-17,17,Mar,2014,40,1974,2n Cycle,Married,0,0,20130.0,1677.5,between 1000 and 3000,99,7,3,6,6,0,12,1,0,3,1,8,0,0,0,0,0,0,0,0,No
2012-08-26,26,Aug,2012,22,1990,PhD,Married,0,0,74214.0,6184.5,between 5000 and 7000,3,86,547,83,99,863,33,1,2,5,8,5,0,0,0,0,0,0,0,0,No
2014-01-12,12,Jan,2014,57,1957,Master,Married,1,1,66726.0,5560.5,between 5000 and 7000,61,0,35,7,0,349,47,3,2,4,8,7,0,0,0,0,1,0,0,1,Yes
2013-01-08,8,Jan,2013,34,1979,Basic,Together,1,0,23724.0,1977.0,between 1000 and 3000,65,0,15,23,18,5,14,2,0,3,2,8,0,0,0,0,0,0,0,0,No
2013-11-13,13,Nov,2013,53,1960,Master,Married,0,1,47353.0,3946.0833333333335,between 3000 and 5000,93,8,19,2,8,184,4,3,2,6,2,5,0,0,0,0,0,0,0,0,No
2012-11-03,3,Nov,2012,60,1952,Master,Married,1,1,33444.0,2787.0,between 1000 and 3000,24,0,8,0,0,8,2,1,0,2,1,8,0,0,0,0,0,0,0,0,No
2013-05-17,17,May,2013,32,1981,Graduation,Married,0,1,54386.0,4532.166666666667,between 3000 and 5000,8,62,64,21,21,277,25,2,2,10,3,3,0,0,0,0,0,0,0,0,No
2013-04-13,13,Apr,2013,32,1981,Graduation,Divorced,1,1,28510.0,2375.8333333333335,between 1000 and 3000,72,0,19,5,4,44,19,3,0,4,2,5,0,0,0,0,0,0,0,0,No
2014-02-13,13,Feb,2014,23,1991,Master,Single,0,0,90638.0,7553.166666666667,higher than 7000,29,94,915,120,144,1156,96,1,4,10,3,1,0,0,0,0,0,1,0,1,Yes
2013-01-13,13,Jan,2013,63,1950,Graduation,Together,0,1,48070.0,4005.8333333333335,between 3000 and 5000,33,6,83,14,9,373,19,3,2,6,8,7,1,0,0,0,0,0,0,0,No
2013-01-05,5,Jan,2013,56,1957,Graduation,Married,0,1,43140.0,3595.0,between 3000 and 5000,68,6,76,8,0,134,11,1,1,5,4,6,0,0,0,0,0,0,0,0,No
2013-01-19,19,Jan,2013,52,1961,PhD,Divorced,0,1,54959.0,4579.916666666667,between 3000 and 5000,55,0,60,0,0,1148,24,3,5,4,9,7,0,0,0,0,1,0,1,2,Yes
2013-05-03,3,May,2013,55,1958,Basic,Single,1,1,15056.0,1254.6666666666667,between 1000 and 3000,76,21,3,12,6,6,40,5,2,3,2,5,0,0,0,0,0,0,0,0,No
2014-05-08,8,May,2014,43,1971,Graduation,Single,1,0,26954.0,2246.1666666666665,between 1000 and 3000,17,0,11,1,0,4,1,1,0,2,1,7,0,0,0,0,0,0,0,0,No
2013-08-02,2,Aug,2013,28,1985,Graduation,Single,1,0,22327.0,1860.5833333333333,between 1000 and 3000,94,2,8,4,0,5,5,1,0,3,1,5,0,0,0,0,0,0,0,0,No
2013-08-22,22,Aug,2013,48,1965,Graduation,Married,1,1,44393.0,3699.4166666666665,between 3000 and 5000,86,2,20,2,2,24,10,2,0,4,1,4,0,0,0,0,0,0,0,0,No
2013-08-25,25,Aug,2013,61,1952,PhD,Single,0,1,62000.0,5166.666666666667,between 5000 and 7000,25,0,101,0,0,899,20,1,6,13,6,4,0,1,0,0,0,0,0,1,Yes
2012-12-06,6,Dec,2012,50,1962,PhD,Together,0,1,31497.0,2624.75,between 1000 and 3000,22,13,28,1,1,108,4,2,1,4,3,8,0,0,0,0,0,0,0,0,No
2014-02-27,27,Feb,2014,40,1974,2n Cycle,Married,0,2,45894.0,3824.5,between 3000 and 5000,15,0,7,2,2,27,13,1,0,3,1,5,0,0,0,0,0,0,0,0,No
2012-12-22,22,Dec,2012,42,1970,Master,Divorced,0,0,78579.0,6548.25,between 5000 and 7000,35,216,549,66,66,816,99,1,6,4,5,3,0,0,0,0,0,0,1,1,Yes
2012-11-17,17,Nov,2012,43,1969,Master,Widow,0,1,67369.0,5614.083333333333,between 5000 and 7000,81,37,70,0,14,1298,42,4,4,10,7,4,0,0,0,0,1,1,1,3,Yes
2014-04-20,20,Apr,2014,54,1960,Graduation,Divorced,0,1,58401.0,4866.75,between 3000 and 5000,55,17,11,0,29,10,29,1,2,2,1,4,0,0,0,0,0,0,0,0,No
2014-02-17,17,Feb,2014,62,1952,Graduation,Single,0,1,62307.0,5192.25,between 5000 and 7000,94,10,34,13,6,87,10,1,0,4,4,5,0,0,0,0,0,0,0,0,No
2013-04-22,22,Apr,2013,44,1969,Master,Married,1,1,43641.0,3636.75,between 3000 and 5000,50,4,51,2,2,57,23,3,1,4,2,6,0,0,0,0,0,0,0,0,No
2013-04-21,21,Apr,2013,45,1968,Master,Divorced,0,1,63841.0,5320.083333333333,between 5000 and 7000,64,20,100,15,7,635,131,1,3,9,9,6,0,0,0,0,0,0,0,0,No
2013-09-01,1,Sep,2013,48,1965,2n Cycle,Married,0,1,46891.0,3907.5833333333335,between 3000 and 5000,91,29,23,12,15,43,61,1,1,4,2,4,0,0,0,0,0,0,0,0,No
2013-03-31,31,Mar,2013,44,1969,Master,Married,1,0,70091.0,5840.916666666667,between 5000 and 7000,11,15,137,34,0,964,11,2,2,10,5,8,0,0,0,0,1,0,0,1,Yes
2014-04-05,5,Apr,2014,42,1972,PhD,Married,0,0,78075.0,6506.25,between 5000 and 7000,72,34,259,8,35,572,80,1,5,5,3,1,0,0,0,0,0,0,0,0,No
2012-09-09,9,Sep,2012,51,1961,2n Cycle,Widow,0,1,59184.0,4932.0,between 3000 and 5000,6,259,113,142,151,341,66,3,6,12,6,5,0,0,0,0,0,0,0,0,No
2013-09-11,11,Sep,2013,36,1977,Graduation,Married,1,1,54809.0,4567.416666666667,between 3000 and 5000,0,13,57,6,13,63,22,4,1,5,2,4,0,0,0,0,0,0,0,0,No
2013-01-25,25,Jan,2013,54,1959,Graduation,Married,0,1,58113.0,4842.75,between 3000 and 5000,66,102,169,104,78,221,84,3,2,8,9,7,1,0,0,0,0,0,0,0,No
2013-12-31,31,Dec,2013,55,1958,Master,Married,0,1,51412.0,4284.333333333333,between 3000 and 5000,42,4,29,3,5,140,14,2,2,4,3,4,0,0,0,0,0,0,0,0,No
2012-10-10,10,Oct,2012,33,1979,Graduation,Divorced,1,0,15287.0,1273.9166666666667,between 1000 and 3000,60,4,8,2,3,1,13,2,1,2,1,7,0,0,0,1,0,0,1,2,Yes
2013-08-17,17,Aug,2013,56,1957,Master,Together,0,0,66636.0,5553.0,between 5000 and 7000,64,84,689,10,10,291,0,1,4,9,3,1,0,0,0,0,0,0,0,0,No
2013-02-20,20,Feb,2013,57,1956,Master,Married,0,1,50965.0,4247.083333333333,between 3000 and 5000,87,8,85,13,6,544,29,3,4,5,10,8,0,0,0,1,0,0,0,1,Yes
2013-11-22,22,Nov,2013,48,1965,PhD,Married,0,0,84618.0,7051.5,higher than 7000,96,21,801,100,66,684,0,1,9,10,6,2,0,0,0,0,0,1,0,1,Yes
2013-10-29,29,Oct,2013,23,1990,Graduation,Married,0,0,18351.0,1529.25,between 1000 and 3000,1,0,9,12,14,1,7,1,0,3,2,7,0,0,0,0,0,0,0,0,No
2014-02-16,16,Feb,2014,57,1957,PhD,Together,0,2,40451.0,3370.9166666666665,between 3000 and 5000,54,0,4,0,0,35,10,1,1,2,1,5,0,0,0,1,0,0,0,1,Yes
2013-05-22,22,May,2013,48,1965,Graduation,Together,0,1,36317.0,3026.4166666666665,between 3000 and 5000,53,3,25,3,2,87,13,2,0,4,3,7,0,0,0,0,0,0,0,0,No
2013-10-12,12,Oct,2013,56,1957,Graduation,Together,0,1,42213.0,3517.75,between 3000 and 5000,96,4,24,3,3,309,20,2,1,7,5,7,0,0,0,0,1,0,0,1,Yes
2013-04-15,15,Apr,2013,58,1955,Graduation,Together,0,1,65748.0,5479.0,between 5000 and 7000,58,95,93,73,78,172,34,2,4,10,2,1,1,0,0,0,0,0,0,0,No
2013-10-27,27,Oct,2013,41,1972,Graduation,Together,0,1,77044.0,6420.333333333333,between 5000 and 7000,12,50,242,38,34,625,76,2,11,11,7,4,0,0,0,1,0,0,0,1,Yes
2013-03-12,12,Mar,2013,44,1969,Graduation,Together,0,0,74918.0,6243.166666666667,between 5000 and 7000,78,25,913,59,19,972,59,1,9,6,5,3,0,0,0,0,0,1,0,1,Yes
2012-10-31,31,Oct,2012,40,1972,Graduation,Married,1,1,56721.0,4726.75,between 3000 and 5000,64,6,39,6,13,157,75,5,1,5,4,6,0,0,0,0,0,0,0,0,No
2013-06-28,28,Jun,2013,38,1975,Graduation,Single,1,1,42160.0,3513.3333333333335,between 3000 and 5000,26,3,45,9,15,48,20,4,1,4,2,6,0,0,0,0,0,0,1,1,Yes
2013-07-17,17,Jul,2013,48,1965,Graduation,Single,0,1,61559.0,5129.916666666667,between 5000 and 7000,8,32,88,83,14,279,34,1,2,10,4,3,0,0,0,0,0,0,0,0,No
2012-08-08,8,Aug,2012,49,1963,PhD,Together,1,1,33629.0,2802.4166666666665,between 1000 and 3000,49,0,16,0,0,132,4,5,1,4,3,9,0,0,0,0,0,0,0,0,No
2013-10-06,6,Oct,2013,22,1991,PhD,Together,0,0,68682.0,5723.5,between 5000 and 7000,56,99,505,0,30,919,45,1,9,10,4,2,0,0,0,0,0,0,0,0,No
2013-01-19,19,Jan,2013,50,1963,Graduation,Single,0,1,34377.0,2864.75,between 1000 and 3000,55,3,22,0,1,62,26,2,2,2,2,7,0,0,0,0,0,0,0,0,No
2012-08-22,22,Aug,2012,26,1986,Basic,Single,1,0,8940.0,745.0,lower than 1000,25,4,3,45,6,1,42,3,1,3,3,8,0,0,0,0,0,0,0,0,No
2013-09-22,22,Sep,2013,40,1973,Graduation,Married,1,0,26228.0,2185.6666666666665,between 1000 and 3000,50,3,4,6,1,2,9,1,0,2,1,8,0,0,0,0,0,0,0,0,No
2013-01-26,26,Jan,2013,56,1957,2n Cycle,Divorced,0,0,77297.0,6441.416666666667,between 5000 and 7000,84,48,109,61,122,408,41,1,7,9,5,4,0,1,0,0,0,0,0,1,Yes
2013-07-30,30,Jul,2013,32,1981,Graduation,Married,1,1,40211.0,3350.9166666666665,between 3000 and 5000,30,2,7,1,1,51,25,2,1,2,2,8,0,0,0,1,0,0,0,1,Yes
2013-09-22,22,Sep,2013,55,1958,PhD,Widow,1,1,33438.0,2786.5,between 1000 and 3000,81,3,16,1,2,62,6,4,1,4,2,5,0,0,0,0,0,0,0,0,No
2013-04-28,28,Apr,2013,54,1959,PhD,Married,0,1,75032.0,6252.666666666667,between 5000 and 7000,74,47,180,12,12,952,12,2,4,9,5,3,0,0,0,0,0,0,0,0,No
2013-10-12,12,Oct,2013,58,1955,PhD,Single,0,0,61284.0,5107.0,between 5000 and 7000,76,20,106,15,7,618,45,1,2,8,11,6,0,0,0,0,1,0,0,1,Yes
2012-10-22,22,Oct,2012,26,1986,Graduation,Married,1,0,22518.0,1876.5,between 1000 and 3000,36,2,12,7,2,11,27,2,1,2,2,5,0,0,0,1,0,0,1,2,Yes
2013-08-15,15,Aug,2013,38,1975,Master,Married,0,1,54730.0,4560.833333333333,between 3000 and 5000,64,4,17,3,7,318,56,5,1,8,4,4,0,0,0,0,0,0,0,0,No
2014-03-30,30,Mar,2014,59,1955,Master,Married,1,1,38452.0,3204.3333333333335,between 3000 and 5000,62,0,14,0,0,56,2,3,0,3,3,7,0,0,0,0,0,0,0,0,No
2013-02-15,15,Feb,2013,42,1971,Graduation,Divorced,1,1,44421.0,3701.75,between 3000 and 5000,53,7,59,5,1,110,7,5,0,4,5,8,0,0,0,0,0,0,0,0,No
2013-06-29,29,Jun,2013,27,1986,PhD,Together,1,0,38197.0,3183.0833333333335,between 3000 and 5000,86,2,11,0,1,23,3,1,0,3,1,5,0,0,0,0,0,0,0,0,No
2014-02-09,9,Feb,2014,36,1978,Graduation,Divorced,0,1,41986.0,3498.8333333333335,between 3000 and 5000,15,8,8,5,3,27,12,3,0,4,3,4,0,0,0,0,0,0,0,0,No
2013-03-21,21,Mar,2013,30,1983,Graduation,Together,1,0,28427.0,2368.9166666666665,between 1000 and 3000,67,3,19,3,3,18,6,2,0,3,2,8,0,0,0,0,0,0,0,0,No
2014-05-02,2,May,2014,38,1976,PhD,Together,1,0,37395.0,3116.25,between 3000 and 5000,47,0,9,0,1,18,11,1,0,3,1,6,0,0,0,0,0,0,0,0,No
2014-05-26,26,May,2014,43,1971,Graduation,Married,1,0,64722.0,5393.5,between 5000 and 7000,47,60,280,0,147,303,15,4,2,11,8,6,0,0,0,0,0,0,0,0,No
2014-04-17,17,Apr,2014,58,1956,Master,Together,0,1,55249.0,4604.083333333333,between 3000 and 5000,81,2,19,1,0,97,11,1,1,4,2,3,0,0,0,0,0,0,0,0,No
2013-10-04,4,Oct,2013,41,1972,Graduation,Together,0,0,84906.0,7075.5,higher than 7000,98,99,414,15,30,997,76,1,6,12,5,2,0,0,1,0,1,1,0,3,Yes
2013-07-04,4,Jul,2013,24,1989,Graduation,Married,1,0,28691.0,2390.9166666666665,between 1000 and 3000,56,8,13,4,0,5,4,1,0,3,1,8,0,0,0,0,0,0,0,0,No
2013-11-29,29,Nov,2013,61,1952,Graduation,Single,1,1,44213.0,3684.4166666666665,between 3000 and 5000,48,0,35,11,4,95,7,4,1,5,2,6,0,0,0,0,0,0,0,0,No
2014-01-18,18,Jan,2014,30,1984,Basic,Single,1,0,25707.0,2142.25,between 1000 and 3000,18,3,2,6,6,1,3,1,0,3,1,7,0,0,0,0,0,0,0,0,No
2013-10-03,3,Oct,2013,46,1967,PhD,Married,2,1,59062.0,4921.833333333333,between 3000 and 5000,74,3,12,1,0,46,9,2,0,3,2,4,0,0,0,0,0,0,0,0,No
2014-05-24,24,May,2014,52,1962,Graduation,Single,0,1,76624.0,6385.333333333333,between 5000 and 7000,68,54,147,106,115,411,66,1,10,7,5,1,0,0,0,1,0,0,0,1,Yes
2014-04-20,20,Apr,2014,67,1947,Master,Together,0,0,66000.0,5500.0,between 5000 and 7000,36,101,270,51,0,244,45,1,3,5,1,1,0,0,0,0,0,0,0,0,No
2012-08-04,4,Aug,2012,34,1978,PhD,Together,1,0,27683.0,2306.9166666666665,between 1000 and 3000,90,12,121,9,12,152,45,4,2,4,6,8,0,0,0,0,0,0,0,0,No
2014-05-18,18,May,2014,43,1971,Graduation,Divorced,0,0,1730.0,144.16666666666666,lower than 1000,65,1,3,1,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,0,No
2012-12-03,3,Dec,2012,20,1992,Basic,Single,1,0,7500.0,625.0,lower than 1000,63,8,18,17,26,10,40,4,2,2,3,9,0,0,0,0,0,0,0,0,No
2013-04-05,5,Apr,2013,45,1968,Graduation,Together,1,1,40521.0,3376.75,between 3000 and 5000,82,0,5,0,0,12,4,1,1,2,0,5,0,0,0,0,0,0,0,0,No
2014-03-24,24,Mar,2014,41,1973,PhD,Together,1,0,20427.0,1702.25,between 1000 and 3000,63,0,4,0,0,5,1,1,0,2,1,8,0,0,0,0,0,0,0,0,No
2014-05-24,24,May,2014,39,1975,Graduation,Married,0,1,65106.0,5425.5,between 5000 and 7000,55,12,133,19,0,790,19,3,3,13,8,6,0,0,0,0,1,0,0,1,Yes
2013-08-27,27,Aug,2013,48,1965,PhD,Married,0,0,69969.0,5830.75,between 5000 and 7000,64,38,514,29,29,882,44,1,2,6,4,3,0,1,0,0,0,1,1,3,Yes
2013-07-16,16,Jul,2013,61,1952,Graduation,Married,0,2,67433.0,5619.416666666667,between 5000 and 7000,51,12,259,28,48,615,30,4,5,13,6,4,0,0,0,0,1,0,0,1,Yes
2013-02-22,22,Feb,2013,46,1967,PhD,Married,0,1,77766.0,6480.5,between 5000 and 7000,97,115,265,59,59,1004,27,2,10,11,11,6,0,0,0,1,0,0,1,2,Yes
2013-09-12,12,Sep,2013,41,1972,Graduation,Married,0,1,74716.0,6226.333333333333,between 5000 and 7000,92,13,421,27,195,133,71,2,3,5,7,4,0,0,0,0,0,0,0,0,No
2013-10-18,18,Oct,2013,50,1963,Graduation,Divorced,0,1,68118.0,5676.5,between 5000 and 7000,51,10,123,23,23,595,154,2,9,4,8,6,0,0,0,0,0,0,0,0,No
2012-07-30,30,Jul,2012,42,1970,PhD,Married,1,1,55158.0,4596.5,between 3000 and 5000,72,4,87,0,11,293,23,4,2,5,7,7,0,0,0,0,0,0,1,1,Yes
2012-08-03,3,Aug,2012,57,1955,2n Cycle,Married,0,1,62972.0,5247.666666666667,between 5000 and 7000,39,20,47,15,0,313,192,2,4,3,7,6,0,0,0,0,0,0,1,1,Yes
2014-05-12,12,May,2014,39,1975,Graduation,Married,0,1,74190.0,6182.5,between 5000 and 7000,49,168,86,81,91,151,64,2,2,11,4,2,0,0,0,0,0,0,0,0,No
2014-03-19,19,Mar,2014,38,1976,Graduation,Married,1,1,39356.0,3279.6666666666665,between 3000 and 5000,21,0,2,0,0,15,6,1,0,2,1,6,0,0,0,1,0,0,0,1,Yes
2013-08-16,16,Aug,2013,44,1969,Graduation,Together,0,0,76653.0,6387.75,between 5000 and 7000,91,219,946,63,189,736,126,1,7,11,4,2,0,1,0,0,0,1,0,2,Yes
2014-05-19,19,May,2014,41,1973,PhD,Divorced,1,1,35860.0,2988.3333333333335,between 1000 and 3000,37,4,8,0,2,15,20,2,1,2,1,5,0,0,0,1,0,0,0,1,Yes
2013-05-22,22,May,2013,30,1983,PhD,Divorced,0,0,90687.0,7557.25,higher than 7000,98,23,672,17,34,982,51,1,2,8,6,2,0,0,0,0,0,1,1,2,Yes
2013-12-05,5,Dec,2013,31,1982,Master,Together,0,0,73450.0,6120.833333333333,between 5000 and 7000,85,90,415,51,69,1142,37,1,8,11,7,3,0,1,0,1,0,0,0,2,Yes
2013-07-06,6,Jul,2013,53,1960,Graduation,Married,1,1,31454.0,2621.1666666666665,between 1000 and 3000,40,0,11,0,0,28,9,3,0,3,2,8,0,0,0,0,0,0,0,0,No
2014-03-06,6,Mar,2014,62,1952,Graduation,Single,1,1,47139.0,3928.25,between 3000 and 5000,2,0,12,0,2,46,23,2,1,2,2,7,0,0,0,0,0,0,1,1,Yes
2013-10-08,8,Oct,2013,38,1975,Graduation,Divorced,0,0,83829.0,6985.75,between 5000 and 7000,78,186,430,161,161,897,27,0,7,6,4,1,0,1,0,1,0,1,1,4,Yes
